,car,price,body,mileage,engV,engType,registration,year,model,drive
2009,Hyundai,17599.0,crossover,58,2.0,Petrol,yes,2011,IX35,front
2010,Volkswagen,21000.0,vagon,58,2.0,Diesel,yes,2013,Passat B7,front
2011,MG,8999.0,sedan,58,1.6,Petrol,yes,2013,350,front
2012,Nissan,15999.0,crossover,59,2.0,Petrol,yes,2011,Qashqai,full
2013,Mercedes-Benz,43500.0,sedan,59,4.6,Petrol,yes,2011,S 500,full
2014,Hyundai,10200.0,sedan,59,1.4,Petrol,yes,2012,Accent,front
2015,Mitsubishi,12750.0,sedan,59,2.4,Petrol,yes,2009,Galant,front
2016,Daewoo,3900.0,hatch,59,0.8,Petrol,yes,2008,Matiz,front
2017,BMW,42000.0,sedan,59,4.4,Petrol,yes,2009,750,rear
2018,Hyundai,26900.0,crossover,59,2.4,Petrol,yes,2013,Santa FE,
2019,Peugeot,11200.0,sedan,59,1.6,Petrol,yes,2013,301,front
2020,Volkswagen,49999.0,van,59,2.0,Diesel,yes,2014,Multivan,full
2021,Skoda,18500.0,vagon,59,1.8,Petrol,yes,2012,Octavia Scout,full
2022,Daewoo,3950.0,hatch,59,0.8,Petrol,yes,2009,Matiz,front
2023,Hyundai,6200.0,hatch,59,1.4,Petrol,yes,2008,Getz,front
2024,Chery,4500.0,hatch,59,1.3,Petrol,yes,2008,Kimo,front
2025,Hyundai,10999.0,sedan,59,1.4,Petrol,yes,2011,Accent,front
2026,Volkswagen,9000.0,sedan,59,1.6,Gas,yes,2013,Polo,front
2027,Volkswagen,9000.0,sedan,59,2.0,Petrol,no,2010,Passat B6,front
2028,Chevrolet,4550.0,hatch,59,1.5,Petrol,yes,2005,Aveo,front
2029,Porsche,0.0,crossover,59,3.0,Other,yes,2011,Cayenne,full
2030,Toyota,48000.0,crossover,59,3.0,Diesel,yes,2014,Land Cruiser Prado,full
2031,Mitsubishi,16000.0,crossover,59,1.8,Petrol,yes,2012,ASX,front
2032,Lincoln,6500.0,other,59,4.6,Petrol,yes,1995,Town Car,rear
2033,Suzuki,11900.0,crossover,59,1.6,Petrol,yes,2014,SX4,front
2034,Hyundai,7400.0,hatch,59,1.4,Petrol,yes,2008,Getz,front
2035,Chevrolet,8000.0,sedan,59,1.8,Petrol,yes,2011,Lacetti,front
2036,Opel,1600.0,hatch,59,1.2,Gas,yes,1990,Corsa,front
2037,VAZ,4100.0,hatch,60,1.6,Petrol,yes,2013,2114,front
2038,Land Rover,95000.0,crossover,60,5.0,Petrol,yes,2014,Range Rover,full
2039,Lexus,57800.0,crossover,60,5.7,Petrol,yes,2011,LX 570,full
2040,Land Rover,95555.0,crossover,60,4.4,Diesel,yes,2014,Range Rover,full
2041,Kia,11200.0,sedan,60,1.6,Petrol,yes,2012,Rio,front
2042,Land Rover,85900.0,crossover,60,3.0,Diesel,yes,2013,Range Rover Sport,full
2043,Volkswagen,25999.0,sedan,60,1.8,Petrol,yes,2014,Passat B7,front
2044,Porsche,49500.0,crossover,60,3.6,Petrol,yes,2012,Cayenne,full
2045,VAZ,1850.0,sedan,60,1.8,Other,yes,1989,2106,
2046,Nissan,16500.0,crossover,60,1.6,Petrol,yes,2013,Qashqai,front
2047,Toyota,65000.0,other,60,4.5,Diesel,yes,2013,Land Cruiser 200,full
2048,Daewoo,5200.0,sedan,60,1.6,Gas,yes,2008,Lanos,front
2049,Mitsubishi,4999.0,sedan,60,1.6,Petrol,yes,2007,Lancer,front
2050,Skoda,19200.0,sedan,60,1.4,Petrol,yes,2015,Octavia A7,front
2051,VAZ,1700.0,other,60,1.6,Other,yes,1983,2121,full
2052,Land Rover,42000.0,crossover,60,2.0,Petrol,yes,2012,Range Rover Evoque,full
2053,Mercedes-Benz,24950.0,other,60,1.8,Petrol,yes,2013,C-Class,
2054,Toyota,22900.0,sedan,60,2.5,Petrol,yes,2012,Camry,front
2055,Hyundai,17500.0,sedan,60,1.8,Petrol,yes,2013,Elantra,front
2056,Chevrolet,11000.0,sedan,60,1.8,Petrol,yes,2010,Cruze,
2057,Mitsubishi,11450.0,sedan,60,1.6,Gas,yes,2012,Lancer X,front
2058,Ford,17000.0,crossover,60,2.5,Petrol,yes,2011,Kuga,full
2059,Audi,28950.0,crossover,60,2.0,Petrol,yes,2012,Q5,full
2060,Toyota,14300.0,hatch,60,1.6,Petrol,yes,2013,Auris,front
2061,Mercedes-Benz,52777.0,sedan,60,3.0,Diesel,yes,2012,CLS 350,full
2062,Volkswagen,8400.0,hatch,60,1.39,Petrol,yes,2007,Polo,front
2063,Hyundai,7500.0,hatch,60,1.1,Petrol,yes,2011,i10,front
2064,Audi,0.0,sedan,60,6.3,Petrol,yes,2013,A8,full
2065,Alfa Romeo,15999.0,hatch,60,1.4,Petrol,yes,2012,Giulietta,front
2066,BMW,23900.0,crossover,60,2.0,Petrol,yes,2013,X1,rear
2067,Hyundai,7150.0,sedan,60,1.4,Petrol,yes,2010,Accent,front
2068,Fiat,8500.0,vagon,60,1.4,Petrol,yes,2012,Doblo ����.,
2069,Toyota,24000.0,sedan,60,2.5,Gas,yes,2014,Camry,front
2070,Chevrolet,5999.0,hatch,60,1.5,Petrol,yes,2009,Aveo,front
2071,VAZ,2500.0,sedan,60,1.6,Petrol,yes,1999,2107,rear
2072,Skoda,6999.0,hatch,60,1.2,Petrol,yes,2011,Fabia,front
2073,Audi,25000.0,other,60,2.0,Petrol,yes,2011,A5,full
2074,GAZ,3500.0,other,60,1.8,Petrol,yes,2006,2705 GAZ���,rear
2075,Chevrolet,12041.25,vagon,60,2.4,Petrol,yes,2010,Captiva,full
2076,BMW,48900.0,crossover,60,3.0,Diesel,yes,2011,X3,full
2077,VAZ,5500.0,sedan,60,1.6,Gas,yes,2011,2170,front
2078,VAZ,900.0,sedan,60,1.3,Petrol,yes,1978,2101,rear
2079,BMW,33000.0,sedan,60,1.8,Petrol,yes,2012,328,rear
2080,VAZ,1300.0,hatch,60,1.5,Gas,yes,1992,2108,front
2081,Honda,14900.0,other,60,2.4,Gas,yes,2008,Accord,front
2082,Ford,1185.6,other,60,1.1,Gas,yes,1985,Escort,front
2083,Volkswagen,0.0,sedan,60,2.0,Diesel,yes,2013,Passat CC,front
2084,Volkswagen,44600.0,crossover,60,3.0,Diesel,yes,2013,Touareg,full
2085,Lexus,46500.0,crossover,60,4.6,Petrol,yes,2012,GX,full
2086,VAZ,1500.0,hatch,60,1.8,Petrol,yes,1991,2109,front
2087,ZAZ,5500.0,sedan,60,1.5,Petrol,yes,2013,Vida,front
2088,Audi,33000.0,crossover,60,2.0,Petrol,yes,2011,Q5,full
2089,Ford,11950.0,van,60,1.5,Diesel,yes,2015,Courier,front
2090,Kia,14200.0,sedan,60,1.6,Petrol,yes,2013,Cerato,front
2091,Land Rover,95555.0,crossover,60,4.4,Diesel,yes,2014,Range Rover,full
2092,Other-Retro,12700.0,crossover,60,4.2,Diesel,yes,1987,������������,
2093,GAZ,1500.0,other,60,2.5,Petrol,yes,1984,2410,front
2094,Hyundai,8960.0,other,60,1.6,Other,yes,2011,Elantra,front
2095,Audi,14500.0,hatch,60,1.2,Petrol,yes,2011,A1,front
2096,Toyota,29000.0,vagon,60,2.2,Diesel,yes,2013,Rav 4,full
2097,VAZ,1900.0,sedan,60,1.5,Petrol,yes,2004,2107,
2098,Ford,2550.0,hatch,60,1.3,Petrol,yes,1997,KA,front
2099,Volkswagen,10700.0,hatch,60,1.4,Petrol,yes,2010,Polo,
2100,VAZ,600.0,sedan,60,1.2,Petrol,yes,1976,2101,rear
2101,VAZ,2000.0,crossover,60,1.6,Petrol,yes,1992,2121,full
2102,Land Rover,67900.0,crossover,60,3.0,Petrol,yes,2013,Range Rover Sport,full
2103,Renault,14700.0,crossover,61,1.5,Diesel,yes,2013,Duster,front
2104,Nissan,15444.0,hatch,61,1.8,Other,yes,2013,Leaf,front
2105,Lexus,17999.0,sedan,61,3.5,Petrol,yes,2009,GS 350,full
2106,Geely,9500.0,sedan,61,1.8,Gas,yes,2014,Emgrand 7 (EC7),front
2107,Toyota,89000.0,crossover,61,4.5,Diesel,yes,2011,Land Cruiser 200,full
2108,Daewoo,3700.0,hatch,61,0.8,Petrol,yes,2012,Matiz,front
2109,Smart,7590.0,other,61,1.0,Other,yes,2012,Fortwo,rear
2110,Citroen,10600.0,hatch,61,1.6,Petrol,yes,2011,C3,front
2111,Opel,9700.0,hatch,61,1.2,Petrol,yes,2012,Corsa,front
2112,Audi,35000.0,sedan,61,2.8,Petrol,yes,2012,A6,full
2113,BMW,38000.0,sedan,61,1.8,Petrol,yes,2013,535,rear
2114,Ford,19300.0,crossover,61,2.0,Diesel,yes,2012,Kuga,full
2115,VAZ,5900.0,crossover,61,1.7,Gas,yes,2003,2121,full
2116,Mercedes-Benz,57000.0,sedan,61,4.6,Petrol,yes,2012,S 500,full
2117,Ford,1100.0,hatch,61,1.1,Petrol,yes,1986,Fiesta,front
2118,Toyota,37700.0,crossover,62,3.0,Diesel,yes,2013,Land Cruiser Prado,full
2119,Mercedes-Benz,0.0,sedan,62,3.0,Diesel,yes,2013,S 350,rear
2120,Nissan,17500.0,hatch,62,1.8,Other,yes,2013,Leaf,front
2121,Smart,8000.0,other,62,1.0,Petrol,yes,2011,Fortwo,rear
2122,BMW,69500.0,sedan,62,4.4,Petrol,yes,2013,750,full
2123,Volkswagen,22500.0,van,62,2.0,Diesel,yes,2011,Caravelle,front
2124,Audi,0.0,sedan,62,3.0,Petrol,yes,2013,A8,full
2125,Chevrolet,9200.0,sedan,62,1.8,Petrol,yes,2013,Cruze,front
2126,Hyundai,8700.0,other,62,1.25,Petrol,yes,2013,i20,
2127,Ford,11737.0,other,62,1.8,Other,yes,2012,Focus Electric,
2128,Chevrolet,6700.0,hatch,62,1.5,Gas,yes,2009,Aveo,full
2129,Chevrolet,10000.0,sedan,62,1.6,Gas,yes,2011,Cruze,front
2130,Volkswagen,8900.0,sedan,62,1.6,Petrol,yes,2012,Polo,front
2131,VAZ,5300.0,sedan,62,1.6,Petrol,yes,2012,2115,front
2132,Seat,9000.0,hatch,62,1.4,Petrol,yes,2011,Ibiza,front
2133,Volkswagen,12300.0,hatch,62,1.4,Petrol,yes,2012,Polo,front
2134,Chevrolet,4999.0,crossover,62,1.7,Petrol,yes,2006,Niva,full
2135,VAZ,5400.0,vagon,62,1.8,Gas,yes,2013,2111,front
2136,Mazda,11300.0,crossover,62,2.3,Petrol,yes,2008,CX-7,full
2137,Kia,29900.0,crossover,62,2.2,Diesel,yes,2015,Sorento,full
2138,Ford,0.0,hatch,62,1.6,Petrol,yes,2012,Focus,front
2139,VAZ,5799.0,vagon,62,1.6,Gas,yes,2011,2171,front
2140,Volkswagen,24500.0,crossover,62,2.0,Diesel,yes,2012,Passat CC,front
2141,Alfa Romeo,15300.0,sedan,62,2.2,Petrol,yes,2009,159,front
2142,Hyundai,23999.0,crossover,62,2.2,Diesel,yes,2012,Santa FE,full
2143,Citroen,11800.0,hatch,62,1.6,Gas,yes,2012,C4,front
2144,Daewoo,2780.0,hatch,62,0.8,Petrol,yes,2007,Matiz,front
2145,Volkswagen,9500.0,hatch,62,1.2,Diesel,yes,2011,Polo,front
2146,VAZ,3600.0,hatch,62,1.6,Petrol,yes,2008,21093,front
2147,Subaru,13500.0,hatch,62,2.0,Petrol,yes,2010,XV,full
2148,Hyundai,9100.0,hatch,62,1.4,Petrol,yes,2011,i30,front
2149,VAZ,2400.0,sedan,62,1.5,Petrol,yes,2006,2107,rear
2150,VAZ,3600.0,hatch,62,1.6,Petrol,yes,2008,2109,front
2151,Nissan,24500.0,crossover,62,1.6,Diesel,yes,2015,Qashqai,front
2152,Ford,12500.0,sedan,63,1.6,Petrol,yes,2013,Focus,front
2153,Honda,13900.0,hatch,63,1.8,Petrol,yes,2013,Civic,front
2154,Land Rover,47500.0,crossover,63,4.4,Diesel,yes,2012,Range Rover,full
2155,Lexus,74777.0,crossover,63,5.7,Gas,yes,2012,LX 570,full
2156,Mercedes-Benz,0.0,crossover,63,5.5,Petrol,yes,2011,GL 550,full
2157,Hyundai,21400.0,crossover,63,2.0,Diesel,yes,2012,IX35,full
2158,Hyundai,21700.0,crossover,63,2.2,Diesel,yes,2012,Santa FE,full
2159,Volkswagen,55555.0,van,63,2.0,Diesel,yes,2013,Multivan,full
2160,Hyundai,11100.0,sedan,63,1.4,Petrol,yes,2013,Accent,front
2161,Volkswagen,42500.0,crossover,63,3.0,Diesel,yes,2014,Touareg,full
2162,Daewoo,4650.0,sedan,63,1.5,Petrol,yes,2007,Lanos,front
2163,Volkswagen,10800.0,sedan,63,20.0,Petrol,yes,2007,Passat B6,front
2164,Kia,7500.0,hatch,63,1.4,Petrol,yes,2010,Rio,front
2165,Hyundai,6900.0,hatch,63,1.4,Petrol,yes,2008,Getz,front
2166,Lexus,20000.0,other,63,4.3,Petrol,yes,2002,SC 430,rear
2167,Chery,3400.0,sedan,63,1.6,Other,yes,2007,Amulet,front
2168,Toyota,29500.0,crossover,63,4.0,Petrol,yes,2008,FJ Cruiser,full
2169,Toyota,21800.0,crossover,63,2.0,Petrol,yes,2013,Rav 4,front
2170,Hyundai,15450.0,crossover,63,2.0,Petrol,yes,2011,Tucson,full
2171,Mitsubishi,10888.0,sedan,63,2.0,Petrol,yes,2012,Lancer X,front
2172,Peugeot,9900.0,hatch,63,1.6,Diesel,yes,2012,308,
2173,Skoda,7500.0,hatch,63,1.2,Petrol,yes,2012,Fabia,front
2174,Volkswagen,55555.0,van,63,2.0,Diesel,yes,2013,Multivan,full
2175,BMW,44800.0,sedan,63,4.4,Petrol,yes,2012,750,rear
2176,Kia,18000.0,crossover,64,2.0,Diesel,yes,2011,Sportage,full
2177,Skoda,13200.0,hatch,64,1.8,Petrol,yes,2012,Octavia A5,front
2178,Nissan,21850.0,crossover,64,2.0,Petrol,yes,2013,X-Trail,full
2179,Porsche,54900.0,sedan,64,4.8,Petrol,yes,2011,Panamera,full
2180,Daewoo,3650.0,sedan,64,1.4,Petrol,yes,2008,Lanos,front
2181,Lexus,37000.0,sedan,64,4.6,Petrol,yes,2010,LS 460,full
2182,Daewoo,3900.0,sedan,64,1.4,Gas,yes,2008,Lanos,front
2183,Mercedes-Benz,29500.0,sedan,64,1.6,Petrol,yes,2013,CLA 200,front
2184,Infiniti,40900.0,crossover,64,3.0,Diesel,yes,2014,FX 30,full
2185,Skoda,21500.0,sedan,64,1.8,Petrol,yes,2013,Superb,front
2186,Chevrolet,12500.0,sedan,64,1.8,Petrol,yes,2013,Cruze,front
2187,BMW,58000.0,crossover,64,2.0,Diesel,yes,2015,X5,full
2188,Kia,13000.0,sedan,64,1.6,Gas,yes,2013,Rio,front
2189,Renault,12350.0,sedan,64,2.0,Gas,yes,2011,Fluence,front
2190,Opel,11600.0,sedan,64,1.7,Diesel,yes,2013,Astra H,front
2191,Nissan,10999.0,hatch,64,1.6,Petrol,yes,2012,TIIDA,front
2192,Daewoo,4650.0,sedan,64,1.5,Petrol,yes,2008,Lanos,front
2193,Audi,47000.0,crossover,64,3.0,Diesel,yes,2013,Q7,full
2194,Peugeot,7699.0,hatch,64,1.0,Petrol,yes,2012,107,front
2195,Mercedes-Benz,34900.0,crossover,64,2.2,Diesel,yes,2013,GLK 220,full
2196,BYD,6000.0,sedan,64,1.6,Gas,yes,2008,F3,front
2197,Renault,10100.0,van,64,2.0,Diesel,yes,2014,Trafic ����.,front
2198,Land Rover,44500.0,crossover,64,5.0,Petrol,yes,2011,Range Rover Sport,full
2199,Chevrolet,23200.0,crossover,64,2.2,Diesel,yes,2013,Captiva,full
2200,BMW,77000.0,other,64,4.4,Petrol,yes,2012,M6,
2201,Volkswagen,18100.0,other,64,2.0,Petrol,yes,2011,Scirocco,
2202,Hyundai,11800.0,sedan,65,1.4,Petrol,yes,2013,Accent,front
2203,Skoda,17900.0,sedan,65,1.8,Petrol,yes,2013,Superb,front
2204,Audi,0.0,crossover,65,3.0,Diesel,yes,2013,A6,full
2205,Nissan,18200.0,crossover,65,3.5,Gas,yes,2009,Murano,full
2206,Audi,55000.0,crossover,65,2.99,Diesel,yes,2013,A6 Allroad,full
2207,Audi,0.0,crossover,65,2.99,Diesel,yes,2013,A6 Allroad,full
2208,Mazda,16900.0,sedan,65,2.5,Petrol,yes,2011,6,front
2209,ZAZ,643.0,hatch,65,1.2,Gas,yes,1992,1102 ������,front
2210,Renault,11999.0,hatch,65,1.5,Diesel,yes,2014,Megane,front
2211,Volkswagen,22000.0,sedan,65,2.0,Petrol,yes,2012,Passat B7,front
2212,Citroen,8500.0,hatch,65,1.4,Petrol,yes,2012,C3,front
2213,Porsche,49999.0,crossover,65,3.6,Petrol,yes,2012,Cayenne,full
2214,Mercedes-Benz,28500.0,other,65,1.8,Petrol,yes,2011,E-Class,rear
2215,Hyundai,11500.0,sedan,65,1.6,Petrol,yes,2011,Elantra,front
2216,Toyota,45500.0,crossover,65,4.0,Gas,yes,2010,FJ Cruiser,full
2217,BMW,32500.0,vagon,65,2.0,Petrol,yes,2014,328,rear
2218,Mazda,12900.0,sedan,65,2.0,Gas,yes,2009,6,front
2219,Nissan,14700.0,crossover,65,2.0,Petrol,yes,2011,Qashqai,
2220,Mazda,12950.0,crossover,65,2.3,Petrol,yes,2008,CX-7,full
2221,Daewoo,4500.0,sedan,65,1.5,Petrol,yes,2013,Lanos,front
2222,VAZ,4500.0,vagon,65,1.6,Petrol,yes,2010,2111,front
2223,Toyota,9800.0,sedan,65,1.6,Petrol,yes,2009,Auris,front
2224,ZAZ,785.0,sedan,65,1.2,Petrol,yes,1992,1102 ������,front
2225,Daewoo,3500.0,hatch,65,0.8,Petrol,yes,2007,Matiz,front
2226,BMW,34900.0,crossover,65,2.0,Petrol,yes,2013,X3,full
2227,Honda,15000.0,hatch,65,1.8,Petrol,yes,2010,Civic,front
2228,Nissan,9800.0,crossover,65,2.0,Petrol,yes,2010,Qashqai,front
2229,Nissan,15700.0,crossover,65,2.0,Petrol,yes,2012,Qashqai,
2230,Mazda,10650.0,crossover,65,2.3,Petrol,yes,2007,CX-7,full
2231,Mitsubishi,8500.0,hatch,65,1.3,Petrol,yes,2010,Colt,front
2232,Hyundai,6500.0,sedan,65,1.4,Petrol,yes,2008,Accent,front
2233,Mercedes-Benz,38900.0,crossover,65,4.5,Petrol,yes,2010,GL 450,full
2234,Ford,13500.0,sedan,65,2.3,Petrol,yes,2009,Mondeo,front
2235,BMW,0.0,sedan,65,2.0,Petrol,yes,2012,320,rear
2236,BMW,33500.0,sedan,65,2.0,Petrol,yes,2013,520,rear
2237,Daewoo,3700.0,hatch,65,0.8,Petrol,yes,2007,Matiz,front
2238,Volkswagen,14800.0,van,65,1.6,Diesel,yes,2012,Caddy ����.,front
2239,Toyota,33950.0,other,65,5.7,Petrol,yes,2013,Tundra,full
2240,Honda,23999.0,sedan,65,2.4,Petrol,yes,2014,Accord,front
2241,Renault,6999.0,sedan,65,1.4,Petrol,yes,2012,Symbol,front
2242,Nissan,16700.0,crossover,65,1.6,Petrol,yes,2013,Juke,front
2243,Audi,27300.0,other,65,2.0,Petrol,yes,2011,TT,full
2244,Peugeot,9999.0,hatch,65,1.6,Petrol,yes,2012,207,front
2245,Toyota,21999.0,other,65,2.5,Petrol,yes,2012,Camry,front
2246,VAZ,6700.0,sedan,65,1.6,Petrol,yes,2014,2170,front
2247,Daewoo,4299.0,hatch,65,0.8,Petrol,yes,2012,Matiz,front
2248,ZAZ,3700.0,sedan,65,1.3,Petrol,yes,2012,Sens,front
2249,VAZ,1670.0,sedan,65,1.5,Petrol,yes,2003,2107,
2250,Mitsubishi,8260.0,sedan,65,1.5,Petrol,yes,2011,Lancer,front
2251,Chery,3550.0,hatch,65,0.8,Petrol,yes,2006,QQ,front
2252,Daewoo,4950.0,sedan,65,1.5,Petrol,yes,2012,Lanos,front
2253,Hyundai,19500.0,crossover,65,2.0,Diesel,yes,2011,IX35,full
2254,Nissan,17200.0,crossover,65,1.6,Petrol,yes,2013,Juke,front
2255,Honda,24700.0,sedan,65,2.4,Petrol,yes,2014,Accord,front
2256,Volkswagen,10650.0,sedan,65,1.6,Petrol,yes,2013,Polo,front
2257,Chevrolet,6500.0,hatch,65,1.5,Petrol,yes,2010,Aveo,front
2258,Daewoo,3800.0,sedan,65,1.3,Petrol,yes,2013,Sens,front
2259,VAZ,1050.0,sedan,65,1.3,Gas,yes,1980,2101,rear
2260,Toyota,28600.0,crossover,66,2.2,Diesel,yes,2013,Rav 4,full
2261,Mazda,10200.0,crossover,66,2.3,Petrol,yes,2007,CX-7,full
2262,Nissan,14999.0,sedan,66,2.5,Petrol,yes,2010,Teana,front
2263,Daewoo,3950.0,hatch,66,1.8,Other,yes,2013,Matiz,front
2264,Volkswagen,10000.0,sedan,66,1.6,Petrol,yes,2011,Polo,front
2265,Lifan,3500.0,sedan,66,1.3,Petrol,yes,2007,520,front
2266,Renault,8250.0,van,66,1.5,Diesel,yes,2014,Kangoo ����.,front
2267,Toyota,36000.0,crossover,66,3.0,Diesel,yes,2010,Land Cruiser Prado,full
2268,Ford,11999.0,sedan,66,1.6,Petrol,yes,2011,Focus,front
2269,Audi,15000.0,hatch,66,1.2,Petrol,yes,2011,A1,front
2270,Toyota,21600.0,sedan,66,2.5,Petrol,yes,2011,Camry,front
2271,Daewoo,4900.0,sedan,66,1.6,Gas,yes,2012,Nexia,front
2272,Peugeot,9600.0,van,66,1.6,Diesel,yes,2014,Partner ����.,front
2273,Hyundai,9800.0,crossover,66,2.0,Petrol,yes,2007,Tucson,front
2274,Skoda,8500.0,hatch,66,1.4,Petrol,yes,2013,Fabia,front
2275,Renault,6299.0,van,66,1.5,Diesel,yes,2012,Kangoo ����.,front
2276,Infiniti,23900.0,sedan,66,2.5,Gas,yes,2012,G25,rear
2277,Volkswagen,30000.0,sedan,67,2.0,Diesel,yes,2013,Passat B7,front
2278,Ford,15999.0,sedan,67,2.0,Petrol,yes,2011,Mondeo,front
2279,Hyundai,20300.0,crossover,67,2.0,Diesel,yes,2012,IX35,full
2280,VAZ,5450.0,sedan,67,1.6,Petrol,yes,2013,2170,front
2281,Nissan,25000.0,crossover,67,2.0,Diesel,yes,2014,X-Trail,full
2282,Toyota,68000.0,crossover,67,4.5,Diesel,yes,2012,Land Cruiser 200,full
2283,Mitsubishi,19800.0,crossover,67,2.0,Gas,yes,2013,Outlander,
2284,Kia,11900.0,sedan,67,2.0,Petrol,yes,2011,Cerato,front
2285,Toyota,14100.0,hatch,67,1.6,Petrol,yes,2012,Auris,front
2286,Volkswagen,24000.0,sedan,67,1.8,Petrol,yes,2012,Passat CC,front
2287,Chevrolet,10500.0,sedan,67,1.8,Petrol,yes,2011,Cruze,front
2288,SsangYong,17900.0,crossover,67,2.7,Diesel,yes,2012,Rexton II,full
2289,Mitsubishi,8000.0,sedan,67,1.5,Petrol,yes,2009,Lancer X,front
2290,Mercedes-Benz,15000.0,sedan,67,2.8,Other,yes,1995,E-Class,rear
2291,Volkswagen,0.0,other,67,1.8,Other,yes,2008,Passat B6,
2292,Kia,9700.0,hatch,67,1.6,Petrol,yes,2011,Soul,front
2293,BMW,35500.0,sedan,67,3.0,Petrol,yes,2011,535,rear
2294,Chevrolet,5400.0,crossover,67,1.7,Petrol,yes,2006,Niva,full
2295,Chevrolet,8500.0,sedan,67,1.5,Gas,yes,2011,Aveo,front
2296,Subaru,17000.0,vagon,67,2.5,Petrol,yes,2010,Outback,full
2297,Nissan,37900.0,crossover,67,5.6,Petrol,yes,2011,Patrol,full
2298,Hyundai,8800.0,hatch,67,1.4,Petrol,yes,2011,i30,front
2299,Audi,33500.0,crossover,67,2.0,Petrol,yes,2011,Q5,full
2300,Citroen,13999.0,van,67,1.6,Diesel,yes,2012,Berlingo ����.,front
2301,VAZ,5500.0,vagon,67,1.6,Gas,yes,2012,2171,front
2302,ZAZ,1950.0,sedan,67,1.2,Petrol,yes,2005,1103 �������,front
2303,Hyundai,13950.0,sedan,67,1.8,Petrol,yes,2012,Elantra,front
2304,Kia,9400.0,sedan,67,1.4,Petrol,yes,2012,Rio,front
2305,Peugeot,13100.0,other,67,2.0,Petrol,yes,2007,307,front
2306,Skoda,23800.0,sedan,67,1.8,Petrol,yes,2014,Superb,front
2307,Skoda,13200.0,hatch,67,1.8,Petrol,yes,2012,Octavia A5,front
2308,Fiat,9200.0,vagon,67,1.4,Petrol,yes,2013,Doblo ����.,front
2309,VAZ,3550.0,hatch,67,1.6,Petrol,yes,2008,1119,front
2310,Ford,11200.0,hatch,67,1.0,Petrol,yes,2013,B-Max,front
2311,VAZ,3899.0,sedan,67,1.6,Petrol,yes,2012,2115,front
2312,Audi,53700.0,crossover,67,3.0,Petrol,yes,2013,A6 Allroad,full
2313,Mazda,10200.0,sedan,67,1.6,Petrol,yes,2009,3,front
2314,Ford,35000.0,other,67,5.0,Gas,yes,2011,F-150,full
2315,Opel,9550.0,hatch,67,1.6,Petrol,yes,2012,Astra H,front
2316,Daewoo,3950.0,sedan,67,1.3,Petrol,yes,2010,Sens,front
2317,Renault,10500.0,van,67,1.6,Petrol,yes,2012,Scenic,front
2318,Kia,11300.0,hatch,67,1.6,Petrol,yes,2010,Ceed,front
2319,Ford,17700.0,crossover,67,2.5,Petrol,yes,2012,Kuga,full
2320,Ford,15500.0,crossover,68,2.5,Gas,yes,2010,Kuga,full
2321,Ford,15500.0,crossover,68,2.5,Gas,yes,2010,Kuga,full
2322,Ford,15500.0,crossover,68,2.5,Diesel,yes,2010,Kuga,front
2323,Volkswagen,19995.0,hatch,68,1.4,Petrol,yes,2013,Scirocco,front
2324,Ford,29900.0,crossover,68,2.0,Diesel,yes,2015,Kuga,full
2325,Toyota,30990.0,crossover,68,2.7,Gas,yes,2012,Land Cruiser Prado,full
2326,Lexus,22700.0,crossover,68,1.8,Other,yes,2008,RX 400,full
2327,Daewoo,4700.0,sedan,68,1.5,Gas,yes,2007,Lanos,front
2328,Peugeot,6928.35,hatch,68,1.0,Petrol,yes,2012,107,front
2329,Kia,19000.0,crossover,68,2.0,Petrol,yes,2013,Sportage,front
2330,Porsche,0.0,crossover,68,4.8,Petrol,yes,2007,Cayenne,full
2331,Nissan,14300.0,hatch,68,1.8,Other,yes,2013,Leaf,front
2332,Nissan,13700.0,crossover,68,2.0,Gas,yes,2011,Qashqai,front
2333,Mercedes-Benz,300000.0,sedan,68,6.0,Petrol,yes,2011,S 600,
2334,Porsche,20999.0,crossover,68,4.8,Petrol,yes,2007,Cayenne,full
2335,Toyota,61990.0,crossover,68,4.5,Diesel,yes,2012,Land Cruiser 200,full
2336,Seat,8700.0,sedan,68,2.0,Petrol,yes,2007,Cordoba,front
2337,Honda,26000.0,crossover,68,2.0,Petrol,yes,2012,CR-V,full
2338,Mercedes-Benz,68500.0,crossover,68,3.0,Diesel,yes,2014,GL 350,full
2339,Renault,7450.0,hatch,68,1.2,Petrol,yes,2009,Modus,front
2340,Skoda,8500.0,hatch,68,1.4,Petrol,yes,2012,Fabia,front
2341,VAZ,4650.0,sedan,68,1.4,Petrol,yes,2011,1118,front
2342,BMW,45200.0,crossover,68,3.0,Diesel,yes,2012,X5,full
2343,Skoda,18500.0,sedan,68,1.8,Petrol,yes,2013,Octavia A7,front
2344,Mitsubishi,15700.0,other,68,1.8,Petrol,yes,2011,ASX,front
2345,Geely,3700.0,sedan,68,1.5,Petrol,yes,2011,CK-2,front
2346,Renault,6900.0,sedan,68,1.5,Diesel,yes,2013,Logan,
2347,Daewoo,4100.0,sedan,68,1.3,Gas,yes,2011,Sens,front
2348,Honda,26000.0,crossover,68,2.0,Petrol,yes,2012,CR-V,full
2349,Honda,24000.0,sedan,68,2.4,Petrol,yes,2013,Accord,
2350,VAZ,1000.0,sedan,68,1.5,Petrol,yes,1995,2105,rear
