,car,price,body,mileage,engV,engType,registration,year,model,drive
4770,Lexus,12500.0,vagon,127,3.0,Gas,yes,2002,RX 300,full
4771,Mercedes-Benz,19600.0,van,127,1.8,Diesel,yes,2013,B 180,front
4772,Renault,7100.0,hatch,127,2.0,Gas,yes,2006,Laguna,front
4773,Toyota,14250.0,van,127,3.5,Other,yes,2007,Sienna,full
4774,Renault,8300.0,van,127,1.5,Diesel,yes,2011,Kangoo ����.,front
4775,ZAZ,1800.0,hatch,127,1.8,Petrol,yes,2001,1103 �������,front
4776,BMW,28000.0,sedan,127,2.5,Petrol,yes,2010,523,rear
4777,Ford,11500.0,sedan,127,2.3,Petrol,yes,2009,Mondeo,front
4778,Chevrolet,4000.0,sedan,127,1.5,Petrol,yes,2005,Aveo,front
4779,Mercedes-Benz,55000.0,crossover,127,5.5,Petrol,yes,2008,G 55 AMG,full
4780,Audi,17000.0,crossover,127,3.0,Diesel,no,2013,Q7,full
4781,Dacia,2850.0,hatch,127,1.8,Petrol,yes,2003,SuperNova,front
4782,Fiat,7000.0,van,127,1.3,Diesel,yes,2013,Doblo ����.,front
4783,Suzuki,11400.0,crossover,127,2.0,Petrol,yes,2008,Grand Vitara,full
4784,Volkswagen,7600.0,hatch,127,1.4,Petrol,yes,2007,Polo,front
4785,Skoda,17500.0,sedan,127,1.8,Petrol,yes,2012,Superb,front
4786,�UAZ,1300.0,crossover,127,1.2,Petrol,yes,1991,969�,full
4787,Nissan,11500.0,crossover,128,2.0,Petrol,yes,2008,Qashqai,
4788,Volkswagen,19500.0,sedan,128,1.8,Petrol,yes,2013,Passat B7,front
4789,Suzuki,10999.0,crossover,128,2.0,Gas,yes,2007,Grand Vitara,full
4790,Fiat,8500.0,van,128,1.3,Diesel,yes,2013,Doblo ����.,front
4791,Lexus,20300.0,crossover,128,3.5,Gas,yes,2007,RX 350,full
4792,Lexus,14700.0,sedan,128,3.0,Petrol,yes,2006,GS 300,full
4793,Mitsubishi,11300.0,crossover,128,2.4,Gas,yes,2008,Outlander,full
4794,Daewoo,3800.0,sedan,128,1.5,Gas,yes,2008,Nexia,front
4795,Suzuki,9600.0,crossover,128,2.0,Petrol,yes,2006,Grand Vitara,full
4796,BMW,50499.0,sedan,128,3.0,Diesel,yes,2013,730,full
4797,Toyota,64000.0,crossover,128,4.5,Diesel,yes,2013,Land Cruiser 200,full
4798,Suzuki,9200.0,crossover,128,2.0,Petrol,yes,2006,Grand Vitara,full
4799,Citroen,13600.0,hatch,128,1.6,Diesel,yes,2012,C4,
4800,Chevrolet,6000.0,sedan,128,1.5,Petrol,yes,2008,Aveo,front
4801,Volkswagen,10799.0,van,128,1.9,Diesel,yes,2010,Caddy ����.,front
4802,Skoda,5600.0,hatch,128,1.2,Petrol,yes,2006,Fabia,front
4803,Honda,11400.0,sedan,128,2.0,Petrol,yes,2007,Accord,front
4804,Volkswagen,12500.0,sedan,128,2.0,Petrol,yes,2007,Passat B6,front
4805,Toyota,22700.0,crossover,128,4.0,Gas,yes,2007,Land Cruiser Prado,full
4806,Volkswagen,9600.0,other,128,1.9,Diesel,yes,2010,Caddy ����.,front
4807,Mitsubishi,6300.0,sedan,128,1.8,Petrol,yes,2007,Colt,front
4808,Land Rover,48888.0,crossover,128,4.4,Diesel,yes,2012,Range Rover,full
4809,Volkswagen,14999.0,vagon,128,1.4,Gas,yes,2011,Passat B7,front
4810,Opel,4800.0,van,128,1.8,Other,yes,2008,Combo ����.,
4811,Opel,6300.0,sedan,128,1.6,Petrol,yes,2007,Astra G,front
4812,Mercedes-Benz,55000.0,crossover,128,3.0,Diesel,yes,2013,ML 350,
4813,VAZ,3450.0,hatch,128,1.6,Gas,yes,2007,2114,front
4814,Volkswagen,0.0,hatch,128,1.6,Petrol,yes,2008,Golf V,front
4815,Toyota,25555.0,crossover,128,4.7,Gas,yes,2004,Land Cruiser 100,full
4816,Toyota,25200.0,crossover,128,4.0,Gas,yes,2007,Land Cruiser Prado,full
4817,Volkswagen,8900.0,hatch,128,1.4,Petrol,yes,2010,Polo,front
4818,Porsche,25000.0,crossover,128,4.8,Petrol,yes,2007,Cayenne,full
4819,Kia,5700.0,sedan,128,1.4,Petrol,yes,2007,Rio,front
4820,Lexus,13999.0,sedan,128,3.0,Petrol,yes,2006,GS 300,full
4821,Kia,11500.0,crossover,128,2.5,Diesel,yes,2009,Sorento,full
4822,Mercedes-Benz,10550.0,other,128,1.8,Other,yes,2011,Vito ����.,
4823,Mercedes-Benz,58500.0,crossover,128,3.0,Diesel,yes,2013,ML 350,full
4824,BMW,42000.0,crossover,128,4.4,Petrol,yes,2011,X5 M,full
4825,Renault,7500.0,van,128,1.5,Diesel,yes,2009,Kangoo ����.,rear
4826,Chery,2900.0,sedan,128,1.6,Petrol,yes,2008,Amulet,front
4827,Renault,7700.0,van,128,1.5,Diesel,yes,2012,Kangoo ����.,front
4828,Renault,7899.0,van,129,1.5,Other,yes,2014,Kangoo ����.,front
4829,Honda,15700.0,crossover,129,2.0,Petrol,yes,2008,CR-V,full
4830,Volkswagen,29999.0,other,129,2.0,Diesel,yes,2014,Caravelle,front
4831,Mitsubishi,11900.0,crossover,129,2.5,Diesel,yes,2007,Pajero Sport,full
4832,Infiniti,14200.0,crossover,129,3.5,Petrol,yes,2004,FX 35,full
4833,Honda,15000.0,sedan,129,2.4,Gas,yes,2010,Accord,front
4834,Skoda,6650.0,hatch,129,1.4,Petrol,yes,2008,Fabia,front
4835,Toyota,12900.0,sedan,129,1.8,Petrol,yes,2009,Avensis,front
4836,Kia,8500.0,crossover,129,2.0,Gas,yes,2006,Sportage,front
4837,Skoda,13000.0,sedan,129,1.8,Petrol,yes,2010,Octavia A5,front
4838,Chevrolet,5400.0,sedan,129,1.6,Petrol,yes,2008,Aveo,front
4839,Geely,3250.0,sedan,129,1.5,Gas,yes,2008,CK,front
4840,Daewoo,3900.0,sedan,129,1.5,Petrol,yes,2008,Lanos,front
4841,Volkswagen,10200.0,sedan,129,2.0,Petrol,yes,2006,Passat B6,front
4842,Skoda,5300.0,hatch,129,1.4,Gas,yes,2002,Fabia,front
4843,VAZ,3100.0,hatch,129,1.5,Gas,yes,2005,21093,front
4844,BMW,19900.0,other,129,2.0,Petrol,yes,2008,320,rear
4845,Chrysler,10700.0,sedan,129,2.7,Gas,yes,2006,300 C,rear
4846,Chevrolet,5800.0,vagon,129,1.8,Gas,yes,2007,Lacetti,front
4847,Toyota,11990.0,sedan,129,2.4,Petrol,yes,2007,Camry,front
4848,Toyota,15500.0,sedan,129,3.5,Other,yes,2008,Camry,front
4849,Nissan,7500.0,hatch,129,1.6,Petrol,yes,2008,Note,front
4850,ZAZ,1650.0,hatch,129,1.1,Gas,yes,1999,1103 �������,front
4851,Opel,8399.0,hatch,129,1.3,Diesel,yes,2007,Astra H,front
4852,Chevrolet,7000.0,sedan,129,1.8,Petrol,yes,2007,Lacetti,front
4853,Suzuki,8500.0,crossover,129,1.3,Petrol,yes,2006,Jimny,full
4854,Daewoo,3200.0,sedan,130,1.5,Petrol,yes,2003,Lanos,front
4855,Toyota,15300.0,crossover,130,2.0,Petrol,yes,2008,Rav 4,full
4856,Smart,4200.0,other,130,99.99,Petrol,yes,2002,Fortwo,
4857,Honda,10999.0,sedan,130,1.8,Petrol,yes,2007,Civic,front
4858,BMW,37000.0,sedan,130,3.0,Petrol,yes,2011,535,full
4859,Honda,14200.0,other,130,2.4,Petrol,yes,2009,Accord,front
4860,BMW,31500.0,crossover,130,3.0,Diesel,yes,2010,X5,full
4861,Skoda,6400.0,hatch,130,1.4,Petrol,yes,2008,Fabia,front
4862,Ford,9000.0,hatch,130,1.6,Gas,yes,2010,Focus,front
4863,BMW,29999.0,sedan,130,1.8,Petrol,yes,2009,750,
4864,Seat,4300.0,sedan,130,2.0,Petrol,yes,2006,Leon,front
4865,Hyundai,9700.0,crossover,130,2.0,Gas,yes,2007,Tucson,full
4866,Lexus,17000.0,sedan,130,3.5,Petrol,yes,2006,ES 350,front
4867,Daewoo,0.0,hatch,130,0.8,Petrol,yes,2008,Matiz,front
4868,Mitsubishi,12000.0,crossover,130,3.0,Gas,yes,2007,Pajero Sport,full
4869,Chrysler,13700.0,other,130,7.0,Petrol,yes,2005,300 C,rear
4870,Audi,35500.0,crossover,130,3.0,Diesel,yes,2010,Q7,full
4871,Porsche,25000.0,crossover,130,3.0,Diesel,no,2012,Cayenne,full
4872,Toyota,12700.0,sedan,130,2.4,Petrol,yes,2008,Camry,front
4873,ZAZ,4000.0,other,130,1.3,Petrol,yes,1961,965,full
4874,Subaru,12700.0,crossover,130,3.0,Gas,yes,2007,Tribeca,full
4875,Land Rover,38000.0,crossover,130,3.6,Diesel,yes,2010,Range Rover,full
4876,Mazda,9400.0,sedan,130,1.6,Petrol,yes,2007,3,front
4877,Peugeot,4150.0,other,130,1.9,Diesel,yes,2006,Partner ����.,front
4878,Volkswagen,9000.0,sedan,130,1.6,Petrol,yes,2012,Polo,front
4879,Mazda,7750.0,sedan,130,1.6,Petrol,yes,2007,3,front
4880,Kia,11900.0,crossover,130,2.5,Diesel,yes,2008,Sorento,full
4881,Honda,12500.0,sedan,130,2.0,Petrol,yes,2008,Accord,front
4882,Toyota,9900.0,sedan,130,2.3,Gas,yes,2006,Camry,front
4883,Daewoo,3900.0,sedan,130,1.5,Gas,yes,2006,Lanos,front
4884,Skoda,14500.0,sedan,130,1.9,Diesel,yes,2013,Octavia A5,front
4885,Suzuki,15000.0,crossover,130,2.7,Petrol,yes,2007,Grand Vitara,full
4886,Hyundai,6000.0,van,130,1.6,Petrol,yes,2007,Matrix,front
4887,VAZ,4000.0,sedan,130,1.6,Petrol,yes,2005,2110,front
4888,Ford,7300.0,other,130,1.8,Diesel,yes,2011,Transit Connect ����.,front
4889,Renault,6100.0,vagon,130,1.8,Diesel,yes,2009,Kangoo ����.,front
4890,BMW,25500.0,crossover,130,3.0,Gas,yes,2007,X5,full
4891,Audi,12200.0,sedan,130,2.4,Petrol,yes,2006,A6,front
4892,Volkswagen,10500.0,van,130,1.9,Diesel,yes,2010,Caddy ����.,front
4893,Subaru,13999.0,crossover,130,2.0,Petrol,yes,2011,Legacy,full
4894,Skoda,8900.0,vagon,130,1.2,Diesel,yes,2012,Fabia,front
4895,GMC,40999.0,van,130,5.3,Petrol,yes,2010,Savana,full
4896,Mazda,12000.0,crossover,130,1.8,Other,yes,2008,CX-7,
4897,Honda,13600.0,sedan,130,2.4,Petrol,yes,2008,Accord,front
4898,Mercedes-Benz,25700.0,crossover,130,4.7,Gas,yes,2008,GL 450,full
4899,VAZ,2350.0,vagon,130,1.5,Gas,yes,2006,2104,rear
4900,VAZ,3000.0,sedan,130,1.5,Petrol,yes,2003,21099,front
4901,ZAZ,0.0,hatch,130,7.0,Gas,yes,2005,1102 ������,front
4902,Kia,4000.0,hatch,130,1.8,Petrol,yes,2011,Rio,front
4903,Citroen,9200.0,hatch,130,1.4,Gas,yes,2011,C3 Picasso,front
4904,BMW,21000.0,other,130,2.5,Petrol,yes,2006,325,full
4905,Nissan,8300.0,other,130,1.6,Petrol,yes,2008,Note,full
4906,Nissan,6900.0,vagon,130,1.4,Gas,yes,2008,Note,front
4907,Kia,18900.0,crossover,130,2.4,Petrol,yes,2011,Sorento,full
4908,VAZ,1390.0,hatch,130,1.5,Other,yes,1990,2108,front
4909,Toyota,9700.0,sedan,130,1.8,Petrol,yes,2008,Corolla,front
4910,Volkswagen,9750.0,hatch,130,1.4,Petrol,yes,2005,Golf V,front
4911,Lexus,14500.0,other,130,3.5,Petrol,yes,2007,ES 350,front
4912,Mitsubishi,10500.0,sedan,130,2.0,Petrol,yes,2008,Lancer X,front
4913,Peugeot,14799.0,vagon,130,1.6,Diesel,yes,2012,508,front
4914,ZAZ,3800.0,other,130,99.99,Gas,yes,2008,110557,
4915,Lexus,14200.0,sedan,130,3.0,Petrol,yes,2008,IS 300,rear
4916,Rover,3200.0,sedan,130,1.4,Petrol,yes,1988,200,front
4917,Honda,20000.0,sedan,130,2.4,Petrol,yes,2009,Accord,front
4918,Toyota,15500.0,crossover,130,2.0,Petrol,yes,2008,Rav 4,full
4919,BMW,25000.0,crossover,130,3.0,Diesel,yes,2012,X5,full
4920,Volkswagen,1550.0,hatch,130,1.3,Petrol,yes,1986,Golf II,front
4921,ZAZ,1050.0,sedan,130,1.8,Gas,yes,2005,1102 ������,front
4922,Citroen,10900.0,other,130,1.6,Diesel,yes,2010,Berlingo ����.,front
4923,Infiniti,14100.0,crossover,130,3.5,Gas,yes,2004,FX 35,full
4924,Infiniti,26400.0,crossover,130,3.5,Petrol,yes,2009,FX 35,full
4925,Mercedes-Benz,12999.0,van,130,2.2,Diesel,yes,2012,Vito ����.,front
4926,Mitsubishi,10500.0,crossover,130,2.4,Gas,yes,2006,Outlander,full
4927,Ford,12000.0,sedan,130,2.5,Gas,yes,2008,Mondeo,front
4928,Volkswagen,17900.0,crossover,130,3.6,Gas,yes,2007,Touareg,full
4929,Ford,10800.0,sedan,130,1.6,Petrol,yes,2011,Mondeo,front
4930,Nissan,0.0,crossover,130,2.0,Petrol,yes,2007,Qashqai,full
4931,Skoda,9700.0,sedan,130,2.0,Diesel,yes,2009,Octavia A5,front
4932,VAZ,2800.0,sedan,130,85.0,Petrol,yes,2006,1118,
4933,Chevrolet,6000.0,other,130,2.2,Gas,yes,2006,Cobalt,front
4934,Porsche,22000.0,crossover,130,3.6,Petrol,yes,2007,Cayenne,full
4935,VAZ,3500.0,vagon,130,1.8,Gas,yes,2007,2111,front
4936,Mitsubishi,5850.0,hatch,130,1.3,Petrol,yes,2005,Colt,front
4937,Mercedes-Benz,17500.0,sedan,130,3.0,Petrol,yes,2007,C-Class,full
4938,Renault,6100.0,sedan,130,1.4,Petrol,yes,2005,Megane,front
4939,Kia,8700.0,van,130,2.0,Petrol,yes,2007,Carens,front
4940,Mazda,8000.0,hatch,130,1.6,Petrol,yes,2006,3,front
4941,GMC,0.0,crossover,130,4.3,Petrol,yes,1998,Safari,full
4942,Volkswagen,9800.0,van,130,1.6,Diesel,yes,2012,Caddy ����.,front
4943,Citroen,7600.0,van,130,1.6,Diesel,yes,2009,Berlingo ����.,front
4944,Renault,8500.0,vagon,130,1.5,Diesel,yes,2012,Clio,front
4945,Mitsubishi,19800.0,crossover,130,2.5,Diesel,yes,2011,Pajero Sport,full
4946,Chery,5999.0,sedan,130,1.6,Gas,yes,2007,Amulet,front
4947,Mercedes-Benz,12900.0,hatch,130,2.0,Petrol,yes,2007,B 200,front
4948,Mazda,6700.0,sedan,130,1.6,Petrol,yes,2006,3,front
4949,Volkswagen,21000.0,crossover,130,2.5,Diesel,yes,2008,Touareg,full
4950,Skoda,20500.0,sedan,130,2.0,Diesel,yes,2014,Octavia A7,front
4951,Mercedes-Benz,25000.0,sedan,130,5.5,Petrol,yes,2007,S 550,full
4952,Volkswagen,12750.0,vagon,130,1.4,Gas,yes,2010,Passat B6,front
4953,BMW,12700.0,hatch,130,2.0,Petrol,yes,2007,118,rear
4954,Fiat,7500.0,van,130,2.0,Diesel,yes,2012,Doblo ����.,front
4955,Nissan,7700.0,sedan,130,1.6,Gas,yes,2008,Almera,front
4956,Mazda,9300.0,hatch,130,1.8,Other,yes,2008,3,
4957,Infiniti,14900.0,crossover,130,3.5,Gas,yes,2005,FX 35,full
4958,Lexus,28500.0,sedan,130,4.6,Petrol,yes,2009,LS 460,full
4959,Land Rover,29999.0,other,130,3.6,Diesel,yes,2009,Range Rover Sport,full
4960,Toyota,16500.0,other,130,2.7,Gas,yes,2004,Land Cruiser Prado,full
4961,Chevrolet,5700.0,sedan,130,1.6,Petrol,yes,2006,Lacetti,front
4962,Chevrolet,0.0,van,130,4.3,Petrol,yes,1998,Astro ����.,full
4963,Opel,4900.0,sedan,130,1.4,Gas,yes,2007,Astra G,front
4964,VAZ,1750.0,sedan,130,1.3,Petrol,yes,1992,2106,rear
4965,Hyundai,13500.0,crossover,130,2.2,Diesel,yes,2007,Santa FE,full
4966,Moskvich-AZLK,550.0,sedan,130,1.5,Petrol,yes,1994,2141,front
4967,Volkswagen,10650.0,van,130,2.0,Diesel,yes,2011,T5 (Transporter) ����,front
4968,Toyota,38300.0,crossover,130,5.7,Gas,yes,2009,Land Cruiser 200,full
4969,Smart,5500.0,other,130,0.7,Other,yes,2005,Fortwo,rear
4970,VAZ,3300.0,hatch,130,1.6,Petrol,yes,2007,1119,front
4971,Fiat,7700.0,van,130,1.4,Gas,yes,2010,Qubo ����.,front
4972,SsangYong,11699.0,crossover,130,2.7,Diesel,yes,2008,Rexton II,full
4973,Nissan,12999.0,crossover,130,2.0,Petrol,yes,2008,Qashqai,full
4974,Volkswagen,9700.0,vagon,130,1.6,Gas,yes,2008,Golf Variant,front
4975,Chevrolet,5800.0,crossover,130,1.7,Gas,yes,2005,Niva,full
4976,Volkswagen,11500.0,sedan,130,2.0,Diesel,yes,2008,Passat B6,front
4977,Skoda,11900.0,vagon,130,1.6,Diesel,yes,2012,Octavia A5,front
4978,Chevrolet,4999.0,hatch,130,1.5,Petrol,yes,2007,Aveo,front
4979,VAZ,2750.0,sedan,130,1.5,Gas,yes,2007,21099,front
4980,Renault,6800.0,van,131,1.5,Diesel,yes,2013,Kangoo ����.,front
4981,Toyota,14700.0,sedan,131,3.5,Gas,yes,2007,Camry,front
4982,Toyota,11700.0,sedan,131,2.4,Petrol,yes,2007,Camry,front
4983,Toyota,13300.0,other,131,2.4,Gas,yes,2008,Camry,front
4984,BMW,26999.0,sedan,131,2.0,Diesel,yes,2011,520,rear
4985,Toyota,8700.0,sedan,131,1.6,Gas,yes,2007,Corolla,front
4986,Nissan,16900.0,crossover,131,5.6,Petrol,yes,2007,Armada,full
4987,Ford,7300.0,hatch,131,1.4,Petrol,yes,2010,Focus,front
4988,Toyota,13500.0,crossover,131,2.4,Gas,yes,2006,Rav 4,full
4989,Kia,10900.0,crossover,131,2.0,Gas,yes,2008,Sportage,full
4990,Toyota,17595.0,sedan,131,2.0,Petrol,yes,2011,Avensis,front
4991,Mercedes-Benz,22900.0,sedan,131,5.5,Gas,yes,2008,S 500,full
4992,Chevrolet,4650.0,sedan,131,1.5,Gas,yes,2006,Aveo,front
4993,Audi,16700.0,vagon,131,2.0,Diesel,yes,2009,A4,front
4994,Chevrolet,7999.0,sedan,131,2.0,Petrol,yes,2008,Epica,front
4995,Audi,11900.0,sedan,131,2.0,Petrol,yes,2007,A4,front
4996,Opel,13700.0,van,131,2.0,Diesel,yes,2009,Vivaro ����.,front
4997,Ford,5700.0,van,131,1.8,Diesel,yes,2004,Transit Connect ����.,front
4998,BMW,32500.0,sedan,131,2.0,Diesel,yes,2010,520,rear
4999,Renault,11000.0,other,131,1.5,Diesel,yes,2011,Kangoo ����.,front
5000,Audi,10000.0,sedan,131,1.8,Petrol,yes,2005,A4,front
5001,Geely,2500.0,sedan,131,1.5,Petrol,yes,2007,CK-2,front
5002,Volkswagen,4999.0,hatch,131,1.4,Petrol,yes,2002,Polo,front
5003,Mercedes-Benz,0.0,crossover,131,5.0,Petrol,yes,2008,G 500,full
5004,Renault,7500.0,sedan,131,1.6,Petrol,yes,2009,Megane,front
5005,Samsung,6299.0,sedan,131,2.0,Petrol,yes,2004,SM5,front
5006,Skoda,7300.0,hatch,131,1.4,Petrol,yes,2011,Fabia,front
5007,Renault,13300.0,other,132,1.5,Diesel,yes,2012,Megane,
5008,Volkswagen,15200.0,van,132,2.5,Diesel,yes,2009,T5 (Transporter) ����.,front
5009,Peugeot,6900.0,hatch,132,1.4,Gas,yes,2010,207,front
5010,Chevrolet,6000.0,sedan,132,1.8,Gas,yes,2007,Lacetti,front
5011,Volkswagen,28000.0,crossover,132,2.0,Diesel,yes,2011,Amarok,full
5012,Chevrolet,6999.0,sedan,132,2.0,Gas,yes,2007,Epica,front
5013,Toyota,8650.0,sedan,132,1.6,Petrol,yes,2008,Corolla,front
5014,Volkswagen,11900.0,vagon,132,1.4,Petrol,yes,2011,Golf VI,front
5015,Skoda,7900.0,hatch,132,1.4,Gas,yes,2008,Fabia,
5016,Volkswagen,35900.0,van,132,2.0,Diesel,yes,2011,Multivan,full
5017,Skoda,7400.0,vagon,132,1.8,Petrol,yes,2006,Octavia Tour,full
5018,Kia,9300.0,sedan,132,2.7,Gas,yes,2007,Magentis,front
5019,Skoda,8499.0,sedan,132,1.6,Petrol,yes,2005,Octavia A5,front
5020,Toyota,22900.0,crossover,132,2.7,Gas,yes,2012,Venza,full
5021,Toyota,24000.0,crossover,132,4.0,Petrol,yes,2008,Land Cruiser Prado,full
5022,Volkswagen,6300.0,vagon,132,2.8,Gas,yes,1995,Passat B4,front
5023,Daewoo,4300.0,sedan,132,1.5,Petrol,yes,2005,Lanos,front
5024,Volkswagen,9600.0,hatch,132,1.6,Petrol,yes,2007,Golf V,front
5025,Citroen,5420.0,van,132,1.4,Petrol,yes,2006,Berlingo ����.,front
5026,Skoda,8600.0,hatch,132,1.6,Gas,yes,2006,Octavia Tour,front
5027,Volkswagen,7500.0,hatch,132,1.4,Diesel,yes,2006,Polo,front
5028,Subaru,7600.0,crossover,132,2.0,Petrol,yes,2005,Forester,full
5029,Mercedes-Benz,43999.0,sedan,132,3.0,Diesel,yes,2010,S 350,rear
5030,Chevrolet,6999.0,sedan,132,1.6,Gas,yes,2007,Aveo,front
5031,Mitsubishi,11100.0,vagon,132,2.4,Gas,yes,2006,Grandis,front
5032,Volkswagen,6950.0,sedan,132,1.6,Other,yes,2004,Bora,front
5033,Volkswagen,16900.0,crossover,133,2.5,Diesel,yes,2007,Touareg,full
5034,Hyundai,11900.0,crossover,133,2.2,Diesel,yes,2008,Tucson,full
5035,Toyota,17900.0,crossover,133,2.7,Gas,yes,2007,Land Cruiser Prado,full
5036,Mitsubishi,7650.0,sedan,133,1.5,Gas,yes,2008,Lancer,front
5037,Honda,10800.0,sedan,133,2.0,Petrol,yes,2008,Accord,front
5038,Volkswagen,13300.0,sedan,133,1.8,Petrol,yes,2008,Passat B6,front
5039,Daewoo,2800.0,sedan,133,1.5,Gas,yes,2000,Lanos,front
5040,Mitsubishi,7000.0,sedan,133,1.6,Petrol,yes,2008,Lancer,front
5041,Daewoo,3400.0,sedan,133,1.3,Gas,yes,2005,Sens,front
5042,SsangYong,12500.0,crossover,133,2.7,Diesel,yes,2009,Rexton II,full
5043,Chevrolet,4700.0,hatch,133,1.5,Petrol,yes,2005,Aveo,front
5044,VAZ,4600.0,vagon,133,1.6,Gas,yes,2011,2111,front
5045,VAZ,3400.0,other,133,1.8,Petrol,yes,2007,2115,front
5046,Hyundai,5400.0,hatch,133,1.4,Petrol,yes,2004,Getz,front
5047,Toyota,12000.0,sedan,133,2.4,Gas,yes,2008,Camry,front
5048,Mitsubishi,6500.0,sedan,133,1.6,Petrol,yes,2007,Lancer,front
5049,Chevrolet,4500.0,sedan,133,1.5,Gas,yes,2004,Aveo,front
5050,Ford,16699.0,other,133,4.0,Petrol,yes,2008,Mustang,rear
5051,Kia,11800.0,crossover,133,2.5,Diesel,yes,2007,Sorento,full
5052,Chery,2500.0,hatch,133,1.1,Petrol,yes,2005,QQ,front
5053,Volkswagen,8950.0,sedan,133,1.6,Petrol,yes,2012,Polo,front
5054,Nissan,7900.0,vagon,133,1.8,Gas,yes,2006,Primera,front
5055,Ford,16699.0,other,133,4.0,Petrol,yes,2008,Mustang,rear
5056,Subaru,17000.0,crossover,134,2.0,Petrol,yes,2011,Forester,full
5057,Renault,6600.0,van,134,1.5,Diesel,yes,2011,Kangoo ����.,front
5058,BMW,33700.0,crossover,134,4.4,Petrol,yes,2009,X6,full
5059,Mazda,8600.0,sedan,134,1.6,Petrol,yes,2008,3,front
5060,Hyundai,12500.0,crossover,134,2.7,Gas,yes,2007,Santa FE,full
5061,Hyundai,15600.0,other,134,2.7,Gas,yes,2008,Santa FE,full
5062,Honda,10300.0,sedan,134,1.8,Gas,yes,2008,Civic,front
5063,Hyundai,14500.0,sedan,134,2.0,Gas,yes,2012,Sonata,front
5064,Nissan,15999.0,crossover,134,3.0,Diesel,yes,2000,Patrol,full
5065,Mercedes-Benz,38500.0,sedan,134,3.0,Diesel,yes,2010,S 350,rear
5066,Mercedes-Benz,29500.0,sedan,134,5.0,Petrol,yes,2008,S 500,full
5067,Mitsubishi,11500.0,sedan,134,2.4,Petrol,yes,2009,Galant,front
5068,Chevrolet,6550.0,sedan,134,1.6,Gas,yes,2008,Aveo,front
5069,BMW,32500.0,sedan,134,2.0,Diesel,yes,2010,520,rear
5070,Toyota,12900.0,sedan,134,2.4,Gas,yes,2007,Camry,front
5071,Daewoo,3450.0,sedan,134,0.8,Petrol,yes,2008,Matiz,front
5072,BMW,18777.0,sedan,134,4.4,Petrol,yes,2005,545,rear
5073,Subaru,8899.0,vagon,134,2.5,Petrol,yes,2006,Outback,full
5074,Peugeot,6700.0,van,134,1.6,Diesel,yes,2013,Partner ����.,front
5075,Volkswagen,13700.0,sedan,134,2.0,Diesel,yes,2012,Passat B6,front
5076,Mercedes-Benz,35000.0,other,135,5.5,Petrol,yes,2008,CL 550,rear
5077,Porsche,26900.0,crossover,135,4.8,Petrol,yes,2008,Cayenne,full
5078,Mitsubishi,18500.0,crossover,135,3.0,Gas,yes,2009,Pajero Wagon,full
5079,Skoda,8100.0,sedan,135,1.8,Petrol,yes,2008,Superb,front
5080,Kia,8800.0,other,135,2.4,Gas,yes,2006,Sorento,full
5081,Peugeot,8500.0,van,135,1.6,Diesel,yes,2009,Partner ����.,front
5082,Peugeot,8300.0,vagon,135,2.0,Petrol,yes,2008,307,front
5083,Mercedes-Benz,21000.0,crossover,135,3.5,Petrol,yes,2007,ML 350,full
5084,Chevrolet,4999.0,sedan,135,1.5,Gas,yes,2008,Aveo,front
5085,Subaru,12000.0,crossover,135,2.5,Petrol,yes,2008,Forester,full
5086,Skoda,8200.0,vagon,135,1.6,Gas,yes,2007,Octavia Tour,front
5087,Mitsubishi,13300.0,crossover,135,3.0,Petrol,yes,2009,Outlander XL,full
5088,Volkswagen,30000.0,van,135,2.0,Diesel,yes,2011,Multivan,front
5089,Mercedes-Benz,29500.0,sedan,135,5.5,Petrol,yes,2008,S 550,full
5090,Renault,7100.0,van,135,1.5,Diesel,yes,2013,Kangoo ����.,front
5091,Hyundai,5500.0,hatch,135,1.6,Petrol,yes,2005,Getz,front
5092,Skoda,12800.0,sedan,135,1.8,Petrol,yes,2011,Superb,front
5093,VAZ,2999.0,vagon,135,1.6,Petrol,yes,2006,2111,front
5094,Honda,9300.0,sedan,135,1.4,Other,yes,2008,Civic,front
5095,Mitsubishi,7700.0,sedan,135,2.0,Gas,yes,2007,Lancer,front
5096,Toyota,12300.0,sedan,135,2.4,Petrol,yes,2006,Camry,front
5097,Mazda,10500.0,crossover,135,2.3,Petrol,yes,2007,CX-7,full
5098,Daewoo,3700.0,sedan,135,1.8,Gas,yes,2004,Lanos,front
5099,SsangYong,13800.0,crossover,135,2.7,Diesel,yes,2010,Rexton II,full
5100,Renault,5950.0,van,135,1.5,Diesel,yes,2012,Kangoo ����.,front
5101,Mitsubishi,8500.0,other,135,1.5,Gas,yes,2008,Lancer X,
5102,Volkswagen,9000.0,sedan,135,1.6,Gas,yes,2011,Polo,front
5103,Chevrolet,4500.0,sedan,135,1.6,Gas,yes,2007,Aveo,front
5104,Hyundai,4200.0,sedan,135,1.6,Gas,yes,2010,Elantra,front
5105,Hyundai,15500.0,crossover,135,3.8,Gas,yes,2009,ix55 (Veracruz),full
5106,Opel,5700.0,sedan,135,14.0,Petrol,yes,2005,Astra G,front
5107,Lexus,20000.0,crossover,135,3.5,Petrol,yes,2008,RX 350,full
5108,Toyota,21200.0,crossover,135,4.0,Gas,yes,2007,Land Cruiser Prado,full
